主成分,特征值,方差贡献率(%),累计贡献率(%)
PC1,3.269959166737329,54.505843228369244,54.505843228369244
PC2,1.4986181022287064,24.979958211764306,79.48580144013356
PC3,0.7245650573254486,12.077529843511863,91.56333128364543
PC4,0.44014346652089587,7.336602557063689,98.89993384070911
PC5,0.05104190776482126,0.8508002946966803,99.75073413540579
PC6,0.01495416180370786,0.24926586459421773,100.00000000000003
